Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
New Mexico,2020,45,2020-11-07,400,398,,59,,15,10,22,,,30,45,19,101,95,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,46,2020-11-14,389,381,,47,12,15,,18,,,26,49,,119,114,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
New Mexico,2020,47,2020-11-21,335,331,,64,,12,,17,,,13,34,10,102,101,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,48,2020-11-28,220,218,,38,,,,11,,,,31,11,61,59,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York,2019,1,2019-01-05,"2,064","1,943",24,388,57,49,60,118,34,41,26,574,86,0,0,,,,,,,,,,,,,,,
New York,2019,2,2019-01-12,"2,051","1,926",26,409,51,43,58,98,41,38,31,537,87,0,0,,,,,,,,,,,,,,,
New York,2019,3,2019-01-19,"2,065","1,960",21,417,49,50,65,108,42,50,25,567,80,0,0,,,,,,,,,,,,,,,
New York,2019,4,2019-01-26,"2,163","2,043",26,426,65,57,62,127,49,30,46,563,109,0,0,,,,,,,,,,,,,,,
New York,2019,5,2019-02-02,"2,027","1,908",26,379,57,60,64,111,48,48,29,530,81,0,0,,,,,,,,,,,,,,,
New York,2019,6,2019-02-09,"2,049","1,906",32,411,44,45,57,101,38,44,30,528,82,0,0,,,,,,,,,,,,,,,
New York,2019,7,2019-02-16,"2,018","1,903",30,415,53,52,62,106,32,40,34,543,79,0,0,,,,,,,,,,,,,,,
New York,2019,8,2019-02-23,"2,069","1,948",30,405,50,39,64,112,45,38,29,547,86,0,0,,,,,,,,,,,,,,,
New York,2019,9,2019-03-02,"2,022","1,903",26,414,50,59,76,118,51,25,33,524,74,0,0,,,,,,,,,,,,,,,
New York,2019,10,2019-03-09,"2,185","2,057",25,430,60,53,76,107,49,54,40,553,105,0,0,,,,,,,,,,,,,,,
New York,2019,11,2019-03-16,"2,028","1,912",25,402,49,57,72,135,37,48,32,552,80,0,0,,,,,,,,,,,,,,,
New York,2019,12,2019-03-23,"2,023","1,896",30,388,59,40,73,123,48,34,33,530,85,0,0,,,,,,,,,,,,,,,
New York,2019,13,2019-03-30,"2,013","1,893",31,398,63,46,53,111,51,37,32,516,91,0,0,,,,,,,,,,,,,,,
New York,2019,14,2019-04-06,"2,009","1,887",23,409,59,49,66,103,29,35,44,501,88,0,0,,,,,,,,,,,,,,,
New York,2019,15,2019-04-13,"1,952","1,834",31,400,57,38,69,107,40,36,38,515,63,0,0,,,,,,,,,,,,,,,
New York,2019,16,2019-04-20,"1,926","1,813",24,401,61,37,41,112,44,34,29,490,83,0,0,,,,,,,,,,,,,,,
New York,2019,17,2019-04-27,"1,852","1,749",23,418,45,45,57,110,37,37,28,451,77,0,0,,,,,,,,,,,,,,,
New York,2019,18,2019-05-04,"1,957","1,854",15,431,49,52,58,116,38,42,31,518,76,0,0,,,,,,,,,,,,,,,
New York,2019,19,2019-05-11,"1,814","1,696",27,380,60,44,46,105,35,32,20,430,94,0,0,,,,,,,,,,,,,,,
New York,2019,20,2019-05-18,"1,884","1,759",25,407,50,34,44,126,34,40,30,487,78,0,0,,,,,,,,,,,,,,,
New York,2019,21,2019-05-25,"1,938","1,799",24,397,50,44,44,105,34,39,31,501,90,0,0,,,,,,,,,,,,,,,
New York,2019,22,2019-06-01,"1,738","1,604",13,407,38,47,46,82,39,40,30,433,63,0,0,,,,,,,,,,,,,,,
New York,2019,23,2019-06-08,"1,791","1,674",22,392,34,47,40,100,33,40,30,485,80,0,0,,,,,,,,,,,,,,,
New York,2019,24,2019-06-15,"1,865","1,746",21,407,51,44,43,103,41,43,25,485,72,0,0,,,,,,,,,,,,,,,
New York,2019,25,2019-06-22,"1,791","1,672",16,409,60,49,44,85,45,30,22,470,59,0,0,,,,,,,,,,,,,,,
New York,2019,26,2019-06-29,"1,907","1,776",14,404,59,54,35,105,32,38,34,502,75,0,0,,,,,,,,,,,,,,,
New York,2019,27,2019-07-06,"1,866","1,699",25,405,56,46,34,103,31,35,31,434,88,0,0,,,,,,,,,,,,,,,
New York,2019,28,2019-07-13,"1,756","1,604",19,381,44,42,33,96,32,34,33,435,68,0,0,,,,,,,,,,,,,,,
New York,2019,29,2019-07-20,"1,893","1,750",27,425,55,41,43,96,30,36,38,462,69,0,0,,,,,,,,,,,,,,,
New York,2019,30,2019-07-27,"1,757","1,631",21,398,53,38,41,83,30,27,28,463,69,0,0,,,,,,,,,,,,,,,
New York,2019,31,2019-08-03,"1,824","1,707",26,400,34,39,47,83,40,35,35,486,81,0,0,,,,,,,,,,,,,,,
New York,2019,32,2019-08-10,"1,894","1,752",18,445,36,48,42,89,29,37,32,489,83,0,0,,,,,,,,,,,,,,,
New York,2019,33,2019-08-17,"1,838","1,703",26,430,49,46,26,89,42,38,23,450,84,0,0,,,,,,,,,,,,,,,
New York,2019,34,2019-08-24,"1,719","1,582",22,381,34,43,41,77,28,26,33,418,76,0,0,,,,,,,,,,,,,,,
New York,2019,35,2019-08-31,"1,785","1,640",23,392,45,50,40,75,36,49,31,454,70,0,0,,,,,,,,,,,,,,,
New York,2019,36,2019-09-07,"1,845","1,715",24,405,47,51,51,93,29,36,33,445,72,0,0,,,,,,,,,,,,,,,
New York,2019,37,2019-09-14,"1,743","1,626",17,383,50,46,32,75,35,43,27,441,84,0,0,,,,,,,,,,,,,,,
New York,2019,38,2019-09-21,"1,783","1,662",18,397,37,41,37,85,43,43,34,422,76,0,0,,,,,,,,,,,,,,,
New York,2019,39,2019-09-28,"1,877","1,740",22,417,46,62,34,92,37,26,30,469,73,0,0,,,,,,,,,,,,,,,
New York,2019,40,2019-10-05,"1,872","1,736",24,410,39,42,38,88,45,27,40,497,72,0,0,,,,,,,,,,,,,,,
New York,2019,41,2019-10-12,"1,901","1,775",24,396,44,56,36,86,37,33,47,493,72,0,0,,,,,,,,,,,,,,,
New York,2019,42,2019-10-19,"1,942","1,818",26,421,49,47,55,87,32,26,36,516,85,0,0,,,,,,,,,,,,,,,
New York,2019,43,2019-10-26,"1,851","1,739",17,404,42,48,51,82,47,34,40,464,73,0,0,,,,,,,,,,,,,,,
New York,2019,44,2019-11-02,"1,947","1,806",32,423,48,53,48,84,41,32,47,488,77,0,0,,,,,,,,,,,,,,,
New York,2019,45,2019-11-09,"1,947","1,812",18,443,65,53,39,96,27,56,43,465,85,0,0,,,,,,,,,,,,,,,
New York,2019,46,2019-11-16,"1,983","1,868",24,416,59,62,39,82,44,50,29,482,87,0,0,,,,,,,,,,,,,,,
New York,2019,47,2019-11-23,"1,975","1,854",31,422,58,59,43,103,39,34,37,501,88,0,0,,,,,,,,,,,,,,,
New York,2019,48,2019-11-30,"1,965","1,836",31,412,45,50,48,109,34,38,46,502,80,0,0,,,,,,,,,,,,,,,
New York,2019,49,2019-12-07,"2,037","1,891",21,430,53,56,47,107,27,46,27,530,92,0,0,,,,,,,,,,,,,,,
New York,2019,50,2019-12-14,"1,961","1,844",25,415,43,54,45,81,52,48,44,496,90,0,0,,,,,,,,,,,,,,,
New York,2019,51,2019-12-21,"1,996","1,859",28,370,55,56,57,107,39,30,43,504,89,0,0,,,,,,,,,,,,,,,
New York,2019,52,2019-12-28,"2,035","1,923",30,422,60,49,60,121,27,32,57,521,92,0,0,,,,,,,,,,,,,,,
New York,2020,1,2020-01-04,"2,163","2,030",22,414,60,75,86,127,51,29,44,543,79,0,0,,,,,,,,,,,,,,,
New York,2020,2,2020-01-11,"2,092","1,975",23,412,59,60,63,135,48,43,41,527,82,0,0,,,,,,,,,,,,,,,
New York,2020,3,2020-01-18,"2,168","2,036",24,423,49,63,66,124,44,45,30,581,92,0,0,,,,,,,,,,,,,,,
New York,2020,4,2020-01-25,"2,023","1,886",31,417,61,38,59,97,55,51,41,497,78,0,0,,,,,,,,,,,,,,,
New York,2020,5,2020-02-01,"2,029","1,915",27,399,57,45,52,114,50,38,48,506,89,0,0,,,,,,,,,,,,,,,
New York,2020,6,2020-02-08,"2,058","1,934",29,413,52,49,62,108,53,37,38,549,77,0,0,,,,,,,,,,,,,,,
New York,2020,7,2020-02-15,"1,989","1,843",16,388,57,50,61,99,43,47,40,536,71,0,0,,,,,,,,,,,,,,,
New York,2020,8,2020-02-22,"2,032","1,926",23,432,57,58,72,127,42,40,34,476,83,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York,2020,9,2020-02-29,"2,161","2,020",29,444,50,57,66,107,45,43,36,575,62,0,0,,,,,,,,,,,,,,,
New York,2020,10,2020-03-07,"2,071","1,913",36,380,60,58,70,106,36,40,36,515,91,0,0,,,,,,,,,,,,,,,
New York,2020,11,2020-03-14,"1,981","1,853",15,396,44,52,66,117,43,37,30,472,77,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York,2020,12,2020-03-21,"2,127","1,985",29,402,61,65,83,103,51,46,57,477,89,41,40,,,,,,,,,,,,,,,
New York,2020,13,2020-03-28,"2,543","2,396",40,414,72,75,96,146,56,38,35,554,77,294,284,,,,,,,,,,,,,,,
New York,2020,14,2020-04-04,"3,774","3,644",31,439,99,85,145,133,47,51,52,768,93,"1,125","1,090",,,,,,,,,,,,,,,
New York,2020,15,2020-04-11,"4,663","4,525",22,428,97,62,123,136,41,45,31,908,96,"2,004","1,905",,,,,,,,,,,,,,,
New York,2020,16,2020-04-18,"4,463","4,322",22,370,82,68,107,126,46,37,41,802,87,"2,009","1,912",,,,,,,,,,,,,,,
New York,2020,17,2020-04-25,"3,739","3,611",22,387,81,60,75,97,42,47,35,613,77,"1,593","1,514",,,,,,,,,,,,,,,
New York,2020,18,2020-05-02,"3,128","3,004",22,407,66,56,63,93,26,29,28,558,85,"1,135","1,056",,,,,,,,,,,,,,,
New York,2020,19,2020-05-09,"2,779","2,634",22,345,69,54,39,84,34,31,37,546,81,879,809,,,,,,,,,,,,,,,
New York,2020,20,2020-05-16,"2,506","2,367",15,383,72,50,39,79,32,40,38,503,80,669,603,,,,,,,,,,,,,,,
New York,2020,21,2020-05-23,"2,243","2,105",23,369,64,43,50,82,37,28,47,466,57,454,404,,,,,,,,,,,,,,,
New York,2020,22,2020-05-30,"2,113","1,971",19,370,68,44,37,79,30,34,49,476,62,330,290,,,,,,,,,,,,,,,
New York,2020,23,2020-06-06,"1,974","1,823",17,399,36,39,33,65,38,41,37,412,80,264,223,,,,,,,,,,,,,,,
New York,2020,24,2020-06-13,"1,898","1,763",28,362,57,45,33,67,39,29,46,444,63,181,152,,,,,,,,,,,,,,,
New York,2020,25,2020-06-20,"1,900","1,752",31,399,46,56,36,81,38,30,40,446,80,128,102,,,,,,,,,,,,,,,
New York,2020,26,2020-06-27,"1,929","1,775",21,387,49,40,38,71,33,35,43,473,86,76,62,,,,,,,,,,,,,,,
New York,2020,27,2020-07-04,"1,892","1,735",15,391,53,35,37,78,38,36,42,441,68,61,48,,,,,,,,,,,,,,,
New York,2020,28,2020-07-11,"1,892","1,755",16,406,54,42,31,88,29,32,48,470,76,64,47,,,,,,,,,,,,,,,
New York,2020,29,2020-07-18,"1,845","1,714",28,381,55,39,38,72,27,28,53,453,60,58,46,,,,,,,,,,,,,,,
New York,2020,30,2020-07-25,"1,807","1,696",17,418,58,49,31,79,28,39,49,422,69,44,34,,,,,,,,,,,,,,,
New York,2020,31,2020-08-01,"1,880","1,755",18,438,43,41,32,100,32,28,65,435,66,39,30,,,,,,,,,,,,,,,
New York,2020,32,2020-08-08,"1,872","1,742",24,417,53,44,32,79,42,25,63,432,81,31,23,,,,,,,,,,,,,,,
New York,2020,33,2020-08-15,"1,821","1,687",18,393,54,40,30,76,24,29,62,429,77,39,30,,,,,,,,,,,,,,,
New York,2020,34,2020-08-22,"1,870","1,743",19,418,50,43,26,77,28,33,73,432,82,33,23,,,,,,,,,,,,,,,
New York,2020,35,2020-08-29,"1,801","1,676",21,417,56,43,25,74,35,32,84,409,88,23,18,,,,,,,,,,,,,,,
New York,2020,36,2020-09-05,"1,787","1,679",15,399,47,38,24,68,49,37,82,434,61,29,23,,,,,,,,,,,,,,,
New York,2020,37,2020-09-12,"1,774","1,673",23,417,56,42,25,69,38,34,59,403,79,25,21,,,,,,,,,,,,,,,
New York,2020,38,2020-09-19,"1,868","1,744",20,420,54,47,33,72,38,30,81,473,61,23,14,,,,,,,,,,,,,,,
New York,2020,39,2020-09-26,"2,075","1,941",30,451,63,50,31,78,38,30,93,483,91,21,15,,,,,,,,,,,,,,,
New York,2020,40,2020-10-03,"1,958","1,849",25,409,51,54,42,74,36,36,94,450,83,49,38,,,,,,,,,,,,,,,
New York,2020,41,2020-10-10,"2,075","1,971",23,449,64,40,31,74,47,44,100,484,79,49,41,,,,,,,,,,,,,,,
New York,2020,42,2020-10-17,"1,920","1,824",17,404,48,58,29,62,44,30,107,445,96,58,48,,,,,,,,,,,,,,,
New York,2020,43,2020-10-24,"1,888","1,800",16,388,49,47,24,60,34,29,89,450,68,68,60,,,,,,,,,,,,,,,
New York,2020,44,2020-10-31,"1,988","1,902",20,400,62,43,40,76,39,33,100,519,79,88,69,,,,,,,,,,,,,,,
New York,2020,45,2020-11-07,"2,137","2,031",24,448,50,52,43,85,37,41,105,490,88,93,81,,,,,,,,,,,,,,,
New York,2020,46,2020-11-14,"2,037","1,971",26,395,59,41,42,79,36,37,117,476,71,163,139,,,,,,,,,,,,,,,
New York,2020,47,2020-11-21,"2,145","2,048",16,385,60,48,39,87,49,40,129,450,84,213,192,,,,,,,,,,,,,,,
New York,2020,48,2020-11-28,"2,096","2,026",15,362,62,51,34,85,41,37,98,443,66,285,265,,,,,,,,,,,,,,,
New York City,2019,1,2019-01-05,"1,170","1,091",10,258,50,24,39,50,11,15,11,379,30,0,0,,,,,,,,,,,,,,,
New York City,2019,2,2019-01-12,"1,106","1,042",10,241,26,27,50,33,,11,10,381,36,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,3,2019-01-19,"1,158","1,079",,251,42,21,35,41,11,15,,395,36,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,4,2019-01-26,"1,157","1,093",10,243,36,21,40,39,16,11,,406,35,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,5,2019-02-02,"1,116","1,056",11,232,35,22,42,47,18,,11,384,40,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,6,2019-02-09,"1,225","1,141",11,251,44,30,46,50,,11,13,412,43,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,7,2019-02-16,"1,104","1,047",,237,41,29,43,40,,12,12,377,42,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,8,2019-02-23,"1,073","1,007",16,224,41,21,43,52,14,,,355,32,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,9,2019-03-02,"1,087","1,017",,227,38,23,47,41,,11,,386,35,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New York City,2019,10,2019-03-09,"1,102","1,034",11,239,39,22,50,46,12,12,,350,32,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,11,2019-03-16,"1,090","1,015",11,233,36,27,39,42,12,,,360,39,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,12,2019-03-23,"1,036",979,,225,45,16,26,45,14,,10,374,41,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,13,2019-03-30,"1,097","1,053",11,245,44,24,38,38,,10,17,362,39,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,14,2019-04-06,"1,038",981,,246,44,17,39,29,10,13,,362,31,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,15,2019-04-13,"1,054",992,,254,41,17,26,35,,,16,348,38,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2019,16,2019-04-20,955,875,,218,34,31,19,34,10,,,315,33,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,17,2019-04-27,954,900,,238,42,20,30,28,11,,11,310,32,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,18,2019-05-04,"1,008",951,,241,37,19,32,39,,13,,323,34,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New York City,2019,19,2019-05-11,"1,033",959,,247,41,16,30,31,12,12,10,322,23,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,20,2019-05-18,"1,049",981,,244,32,23,27,30,,12,11,350,32,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,21,2019-05-25,"1,049",974,,261,26,16,26,38,11,,13,343,37,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,22,2019-06-01,888,818,,216,27,21,20,32,13,12,,289,36,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,23,2019-06-08,"1,040",959,,231,37,23,27,38,11,,13,341,38,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,24,2019-06-15,976,923,12,252,36,14,24,30,10,,,305,32,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,25,2019-06-22,"1,007",937,,275,31,19,29,35,12,11,13,286,33,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,26,2019-06-29,987,908,,239,25,24,23,31,13,,12,327,33,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,27,2019-07-06,979,909,,229,41,20,22,32,11,,15,329,25,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,28,2019-07-13,960,870,,222,33,24,21,36,,10,,290,34,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New York City,2019,29,2019-07-20,"1,031",950,,243,45,20,28,32,17,,15,323,32,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,30,2019-07-27,"1,016",944,,227,40,18,28,30,13,10,18,331,36,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,31,2019-08-03,"1,040",961,,253,29,22,26,42,12,11,10,334,37,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,32,2019-08-10,958,894,,222,32,16,37,26,18,,,293,36,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,33,2019-08-17,962,890,,219,34,15,23,30,,10,12,308,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,34,2019-08-24,958,883,,237,31,31,28,27,10,,12,293,39,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,35,2019-08-31,935,859,11,219,23,14,25,31,,12,,310,34,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New York City,2019,36,2019-09-07,936,866,,248,21,15,20,16,10,12,13,299,28,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,37,2019-09-14,971,906,,250,31,23,28,26,,,,314,51,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,38,2019-09-21,"1,025",949,12,241,36,23,24,22,18,10,10,326,36,0,0,,,,,,,,,,,,,,,
New York City,2019,39,2019-09-28,991,926,,241,32,10,19,23,14,,,325,43,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,40,2019-10-05,"1,050",964,10,245,33,22,24,35,,,,330,36,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,41,2019-10-12,"1,097","1,013",16,234,35,32,33,32,,10,14,353,45,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,42,2019-10-19,"1,058",989,,241,46,19,38,39,,12,11,334,32,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,43,2019-10-26,"1,047",978,12,242,45,25,16,32,12,11,,346,31,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,44,2019-11-02,970,915,11,223,30,15,28,27,,13,11,303,29,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,45,2019-11-09,"1,114","1,035",,265,30,22,40,34,11,13,,348,46,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,46,2019-11-16,"1,100","1,027",12,236,48,24,37,27,10,15,11,364,35,0,0,,,,,,,,,,,,,,,
New York City,2019,47,2019-11-23,"1,043",978,,204,33,22,24,35,11,15,10,338,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,48,2019-11-30,"1,016",961,,213,32,28,25,23,18,16,11,343,36,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,49,2019-12-07,"1,155","1,078",,247,44,31,25,46,14,17,11,377,45,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,50,2019-12-14,"1,135","1,060",10,261,44,19,38,32,13,10,13,352,33,0,0,,,,,,,,,,,,,,,
New York City,2019,51,2019-12-21,"1,127","1,042",,230,34,24,34,40,17,12,20,367,44,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,52,2019-12-28,"1,159","1,091",15,236,47,32,42,31,12,12,20,394,45,0,0,,,,,,,,,,,,,,,
New York City,2020,1,2020-01-04,"1,155","1,067",,240,39,28,57,40,16,14,,396,26,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2020,2,2020-01-11,"1,137","1,085",15,222,49,18,49,40,10,16,24,375,46,0,0,,,,,,,,,,,,,,,
New York City,2020,3,2020-01-18,"1,129","1,057",11,236,28,15,57,35,12,17,12,351,45,0,0,,,,,,,,,,,,,,,
New York City,2020,4,2020-01-25,"1,182","1,104",14,258,46,25,58,28,14,16,21,379,38,0,0,,,,,,,,,,,,,,,
New York City,2020,5,2020-02-01,"1,171","1,086",,287,32,27,55,34,19,10,10,353,35,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,6,2020-02-08,"1,172","1,085",16,228,42,21,60,45,14,18,,367,52,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
New York City,2020,7,2020-02-15,"1,130","1,064",,253,42,22,46,32,10,,,374,42,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2020,8,2020-02-22,"1,096","1,030",11,250,31,23,35,39,11,14,17,346,43,0,0,,,,,,,,,,,,,,,
New York City,2020,9,2020-02-29,"1,110","1,028",10,227,34,22,35,48,14,12,12,339,54,0,0,,,,,,,,,,,,,,,
New York City,2020,10,2020-03-07,"1,113","1,045",12,244,43,12,42,28,,,12,355,40,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York City,2020,11,2020-03-14,"1,136","1,059",14,230,36,22,47,32,,14,17,384,42,,,,,,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York City,2020,12,2020-03-21,"1,405","1,345",12,262,60,25,62,37,13,15,16,425,52,125,120,,,,,,,,,,,,,,,
New York City,2020,13,2020-03-28,"2,804","2,725",14,266,86,38,121,78,27,21,31,746,54,979,903,,,,,,,,,,,,,,,
New York City,2020,14,2020-04-04,"6,294","6,227",24,260,183,59,219,126,53,33,44,"1,483",71,"3,308","3,092",,,,,,,,,,,,,,,
New York City,2020,15,2020-04-11,"7,862","7,790",10,252,163,55,164,107,61,28,53,"1,719",84,"4,852","4,564",,,,,,,,,,,,,,,
New York City,2020,16,2020-04-18,"5,901","5,830",10,189,88,41,53,73,41,16,36,"1,154",60,"3,907","3,647",,,,,,,,,,,,,,,
New York City,2020,17,2020-04-25,"4,048","3,980",,201,59,27,51,34,22,13,44,703,38,"2,621","2,482",,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,18,2020-05-02,"2,846","2,774",10,179,32,22,49,30,23,,32,505,46,"1,723","1,620",,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,19,2020-05-09,"2,072","2,013",,195,34,18,40,26,18,11,53,400,34,"1,049",981,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,20,2020-05-16,"1,603","1,551",14,190,32,12,30,27,,10,43,381,40,616,554,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2020,21,2020-05-23,"1,311","1,247",,207,22,18,26,27,18,10,50,302,30,415,367,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,22,2020-05-30,"1,166","1,101",,206,25,10,20,21,10,,42,308,31,281,247,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,23,2020-06-06,"1,114","1,058",13,194,25,18,17,28,,,66,314,30,196,171,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,24,2020-06-13,"1,097","1,045",20,218,26,25,31,24,10,,53,299,42,139,109,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,25,2020-06-20,990,946,16,193,27,15,30,22,,17,39,318,27,89,67,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2020,26,2020-06-27,"1,072","1,018",15,208,29,15,20,25,,,63,346,35,72,53,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,27,2020-07-04,990,948,,226,29,18,26,20,12,11,72,302,33,49,35,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,28,2020-07-11,"1,026",976,15,204,37,18,27,24,,,86,315,38,43,32,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
