Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
New Mexico,2020,7,2020-02-15,382,337,,75,19,11,16,20,10,,,73,15,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,8,2020-02-22,386,335,,67,13,10,,25,,,0,87,20,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,9,2020-02-29,395,354,,61,,17,,31,,11,,103,19,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New Mexico,2020,10,2020-03-07,398,357,,60,19,14,11,21,,13,,92,23,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New Mexico,2020,11,2020-03-14,340,294,,54,13,13,,19,,,,79,12,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,12,2020-03-21,387,349,,61,15,10,13,24,,,,82,14,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,13,2020-03-28,362,320,,60,18,14,,26,,,,86,12,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New Mexico,2020,14,2020-04-04,395,356,,68,16,12,,31,11,,,78,13,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New Mexico,2020,15,2020-04-11,404,372,,66,,20,,28,,,,89,18,22,17,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,16,2020-04-18,416,375,,76,16,17,,20,,,,74,21,35,31,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,17,2020-04-25,404,360,,67,20,,,18,,,,72,16,47,43,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,18,2020-05-02,417,368,,54,11,11,,13,,,,81,15,75,73,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,19,2020-05-09,437,387,,57,17,14,,16,,,,94,18,70,68,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,20,2020-05-16,466,403,,71,17,12,,19,,12,,76,14,66,58,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New Mexico,2020,21,2020-05-23,393,349,,70,16,10,,25,10,,,55,13,42,39,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,22,2020-05-30,428,377,,63,16,,,16,,,,96,18,52,48,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,23,2020-06-06,443,377,,67,18,14,,20,,,,84,16,36,34,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,24,2020-06-13,434,394,,68,,14,,26,,11,11,81,17,36,34,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
New Mexico,2020,25,2020-06-20,407,350,,59,16,,,26,,,,84,11,28,27,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,26,2020-06-27,394,341,,61,,14,,14,,12,,79,19,21,20,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New Mexico,2020,27,2020-07-04,439,392,,92,13,13,,23,,,,87,16,27,26,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,28,2020-07-11,400,360,,74,15,15,,23,,,,83,18,29,24,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,29,2020-07-18,396,333,,61,,16,,21,,,10,62,15,31,30,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,30,2020-07-25,423,376,,53,16,17,,14,,,13,69,18,47,46,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,31,2020-08-01,397,345,,70,18,17,,14,,,,69,19,40,37,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,32,2020-08-08,422,379,,67,17,21,,16,,,,84,17,28,26,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,33,2020-08-15,383,341,,70,18,12,,17,,,,63,17,22,20,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,34,2020-08-22,393,335,,64,19,12,,19,,,,77,11,21,17,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,35,2020-08-29,386,349,,79,20,17,,17,,,10,68,17,18,17,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,36,2020-09-05,361,302,0,61,,17,,17,,,,54,16,11,10,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,37,2020-09-12,377,340,,56,16,13,,13,,,14,75,20,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New Mexico,2020,38,2020-09-19,383,339,,74,14,14,,12,,,27,64,19,10,10,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,39,2020-09-26,384,354,,86,10,12,,20,,,11,69,25,11,11,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,40,2020-10-03,363,335,,62,17,18,,14,,,18,62,18,14,12,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,41,2020-10-10,369,348,,64,17,14,,21,,,30,66,11,13,13,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,42,2020-10-17,353,336,,87,11,17,,16,,,23,64,14,18,18,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,43,2020-10-24,375,353,,76,17,12,10,18,,,27,53,13,38,36,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,44,2020-10-31,385,374,,62,12,11,,17,,,31,51,13,65,61,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,45,2020-11-07,415,412,,60,10,15,10,24,,,31,46,20,105,99,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,46,2020-11-14,432,421,,49,14,15,,21,,,31,52,,133,128,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
New Mexico,2020,47,2020-11-21,417,411,,73,,12,,20,,,26,44,12,129,128,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,48,2020-11-28,359,353,,53,,11,,17,,,24,39,14,108,103,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,49,2020-12-05,266,262,,43,,,,12,,,16,34,10,75,74,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York,2019,1,2019-01-05,"2,064","1,943",24,388,57,49,60,118,34,41,26,574,86,0,0,,,,,,,,,,,,,,,
New York,2019,2,2019-01-12,"2,051","1,926",26,409,51,43,58,98,41,38,31,537,87,0,0,,,,,,,,,,,,,,,
New York,2019,3,2019-01-19,"2,065","1,960",21,417,49,50,65,108,42,50,25,567,80,0,0,,,,,,,,,,,,,,,
New York,2019,4,2019-01-26,"2,163","2,043",26,426,65,57,62,127,49,30,46,563,109,0,0,,,,,,,,,,,,,,,
New York,2019,5,2019-02-02,"2,027","1,908",26,379,57,60,64,111,48,48,29,530,81,0,0,,,,,,,,,,,,,,,
New York,2019,6,2019-02-09,"2,049","1,906",32,411,44,45,57,101,38,44,30,528,82,0,0,,,,,,,,,,,,,,,
New York,2019,7,2019-02-16,"2,018","1,903",30,415,53,52,62,106,32,40,34,543,79,0,0,,,,,,,,,,,,,,,
New York,2019,8,2019-02-23,"2,069","1,948",30,405,50,39,64,112,45,38,29,547,86,0,0,,,,,,,,,,,,,,,
New York,2019,9,2019-03-02,"2,022","1,903",26,414,50,59,76,118,51,25,33,524,74,0,0,,,,,,,,,,,,,,,
New York,2019,10,2019-03-09,"2,185","2,057",25,430,60,53,76,107,49,54,40,553,105,0,0,,,,,,,,,,,,,,,
New York,2019,11,2019-03-16,"2,028","1,912",25,402,49,57,72,135,37,48,32,552,80,0,0,,,,,,,,,,,,,,,
New York,2019,12,2019-03-23,"2,023","1,896",30,388,59,40,73,123,48,34,33,530,85,0,0,,,,,,,,,,,,,,,
New York,2019,13,2019-03-30,"2,013","1,893",31,398,63,46,53,111,51,37,32,516,91,0,0,,,,,,,,,,,,,,,
New York,2019,14,2019-04-06,"2,009","1,887",23,409,59,49,66,103,29,35,44,501,88,0,0,,,,,,,,,,,,,,,
New York,2019,15,2019-04-13,"1,952","1,834",31,400,57,38,69,107,40,36,38,515,63,0,0,,,,,,,,,,,,,,,
New York,2019,16,2019-04-20,"1,926","1,813",24,401,61,37,41,112,44,34,29,490,83,0,0,,,,,,,,,,,,,,,
New York,2019,17,2019-04-27,"1,852","1,749",23,418,45,45,57,110,37,37,28,451,77,0,0,,,,,,,,,,,,,,,
New York,2019,18,2019-05-04,"1,957","1,854",15,431,49,52,58,116,38,42,31,518,76,0,0,,,,,,,,,,,,,,,
New York,2019,19,2019-05-11,"1,814","1,696",27,380,60,44,46,105,35,32,20,430,94,0,0,,,,,,,,,,,,,,,
New York,2019,20,2019-05-18,"1,884","1,758",25,407,50,34,44,126,34,40,29,487,78,0,0,,,,,,,,,,,,,,,
New York,2019,21,2019-05-25,"1,938","1,799",24,397,50,44,44,105,34,39,31,501,90,0,0,,,,,,,,,,,,,,,
New York,2019,22,2019-06-01,"1,738","1,604",13,407,38,47,46,82,39,40,30,433,63,0,0,,,,,,,,,,,,,,,
New York,2019,23,2019-06-08,"1,791","1,674",22,392,34,47,40,100,33,40,30,485,80,0,0,,,,,,,,,,,,,,,
New York,2019,24,2019-06-15,"1,865","1,746",21,407,51,44,43,103,41,43,25,485,72,0,0,,,,,,,,,,,,,,,
New York,2019,25,2019-06-22,"1,791","1,672",16,409,60,49,44,85,45,30,22,470,59,0,0,,,,,,,,,,,,,,,
New York,2019,26,2019-06-29,"1,907","1,776",14,404,59,54,35,105,32,38,34,502,75,0,0,,,,,,,,,,,,,,,
New York,2019,27,2019-07-06,"1,866","1,699",25,405,56,46,34,103,31,35,31,434,88,0,0,,,,,,,,,,,,,,,
New York,2019,28,2019-07-13,"1,756","1,604",19,381,44,42,33,96,32,34,33,435,68,0,0,,,,,,,,,,,,,,,
New York,2019,29,2019-07-20,"1,893","1,750",27,425,55,41,43,96,30,36,38,462,69,0,0,,,,,,,,,,,,,,,
New York,2019,30,2019-07-27,"1,757","1,631",21,398,53,38,41,83,30,27,28,463,69,0,0,,,,,,,,,,,,,,,
New York,2019,31,2019-08-03,"1,824","1,707",26,400,34,39,47,83,40,35,35,486,81,0,0,,,,,,,,,,,,,,,
New York,2019,32,2019-08-10,"1,894","1,752",18,445,36,48,42,89,29,37,32,489,83,0,0,,,,,,,,,,,,,,,
New York,2019,33,2019-08-17,"1,838","1,703",26,430,49,46,26,89,42,38,23,450,84,0,0,,,,,,,,,,,,,,,
New York,2019,34,2019-08-24,"1,719","1,582",22,381,34,43,41,77,28,26,33,418,76,0,0,,,,,,,,,,,,,,,
New York,2019,35,2019-08-31,"1,785","1,640",23,392,45,50,40,75,36,49,31,454,70,0,0,,,,,,,,,,,,,,,
New York,2019,36,2019-09-07,"1,845","1,715",24,405,47,51,51,93,29,36,33,445,72,0,0,,,,,,,,,,,,,,,
New York,2019,37,2019-09-14,"1,743","1,626",17,383,50,46,32,75,35,43,27,441,84,0,0,,,,,,,,,,,,,,,
New York,2019,38,2019-09-21,"1,783","1,662",18,397,37,41,37,85,43,43,34,422,76,0,0,,,,,,,,,,,,,,,
New York,2019,39,2019-09-28,"1,877","1,740",22,417,46,62,34,92,37,26,30,469,73,0,0,,,,,,,,,,,,,,,
New York,2019,40,2019-10-05,"1,872","1,736",24,410,39,42,38,88,45,27,40,497,72,0,0,,,,,,,,,,,,,,,
New York,2019,41,2019-10-12,"1,901","1,775",24,396,44,56,36,86,37,33,47,493,72,0,0,,,,,,,,,,,,,,,
New York,2019,42,2019-10-19,"1,942","1,818",26,421,49,47,55,87,32,26,36,516,85,0,0,,,,,,,,,,,,,,,
New York,2019,43,2019-10-26,"1,851","1,739",17,404,42,48,51,82,47,34,40,464,73,0,0,,,,,,,,,,,,,,,
New York,2019,44,2019-11-02,"1,947","1,806",32,423,48,53,48,84,41,32,47,488,77,0,0,,,,,,,,,,,,,,,
New York,2019,45,2019-11-09,"1,947","1,812",18,443,65,53,39,96,27,56,43,465,85,0,0,,,,,,,,,,,,,,,
New York,2019,46,2019-11-16,"1,983","1,868",24,416,59,62,39,82,44,50,29,482,87,0,0,,,,,,,,,,,,,,,
New York,2019,47,2019-11-23,"1,975","1,854",31,422,58,59,43,103,39,34,37,501,88,0,0,,,,,,,,,,,,,,,
New York,2019,48,2019-11-30,"1,965","1,836",31,412,45,50,48,109,34,38,46,502,80,0,0,,,,,,,,,,,,,,,
New York,2019,49,2019-12-07,"2,037","1,891",21,430,53,56,47,107,27,46,27,530,92,0,0,,,,,,,,,,,,,,,
New York,2019,50,2019-12-14,"1,961","1,844",25,415,43,54,45,81,52,48,44,496,90,0,0,,,,,,,,,,,,,,,
New York,2019,51,2019-12-21,"1,996","1,859",28,370,55,56,57,107,39,30,43,504,89,0,0,,,,,,,,,,,,,,,
New York,2019,52,2019-12-28,"2,035","1,923",30,422,60,49,60,121,27,32,57,521,92,0,0,,,,,,,,,,,,,,,
New York,2020,1,2020-01-04,"2,164","2,030",22,414,60,75,86,127,51,29,44,543,79,0,0,,,,,,,,,,,,,,,
New York,2020,2,2020-01-11,"2,092","1,975",23,412,59,60,63,135,48,43,41,528,82,0,0,,,,,,,,,,,,,,,
New York,2020,3,2020-01-18,"2,168","2,036",25,423,49,63,66,124,44,45,29,581,92,0,0,,,,,,,,,,,,,,,
New York,2020,4,2020-01-25,"2,023","1,886",31,417,61,38,59,97,55,51,41,497,78,0,0,,,,,,,,,,,,,,,
New York,2020,5,2020-02-01,"2,029","1,914",27,399,57,45,52,114,50,38,47,506,89,0,0,,,,,,,,,,,,,,,
New York,2020,6,2020-02-08,"2,058","1,934",29,413,52,49,62,108,53,37,38,549,77,0,0,,,,,,,,,,,,,,,
New York,2020,7,2020-02-15,"1,989","1,843",16,388,57,50,61,99,43,47,40,536,71,0,0,,,,,,,,,,,,,,,
New York,2020,8,2020-02-22,"2,032","1,926",23,432,57,58,72,127,42,40,34,476,83,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York,2020,9,2020-02-29,"2,161","2,020",29,444,50,57,66,107,45,43,36,575,62,0,0,,,,,,,,,,,,,,,
New York,2020,10,2020-03-07,"2,071","1,912",36,380,60,58,70,106,36,40,35,515,91,0,0,,,,,,,,,,,,,,,
New York,2020,11,2020-03-14,"1,981","1,852",15,396,44,52,66,117,43,37,29,472,77,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York,2020,12,2020-03-21,"2,127","1,985",29,402,61,65,83,103,51,46,57,477,89,41,40,,,,,,,,,,,,,,,
New York,2020,13,2020-03-28,"2,543","2,395",40,414,72,75,96,146,56,38,33,554,77,295,285,,,,,,,,,,,,,,,
New York,2020,14,2020-04-04,"3,774","3,644",31,439,99,85,145,133,47,51,52,768,93,"1,125","1,090",,,,,,,,,,,,,,,
New York,2020,15,2020-04-11,"4,663","4,524",22,428,97,62,123,136,41,45,30,908,96,"2,004","1,905",,,,,,,,,,,,,,,
New York,2020,16,2020-04-18,"4,464","4,323",22,370,83,68,107,126,46,37,41,802,87,"2,009","1,912",,,,,,,,,,,,,,,
New York,2020,17,2020-04-25,"3,740","3,612",22,387,81,60,75,97,42,47,35,613,78,"1,593","1,514",,,,,,,,,,,,,,,
New York,2020,18,2020-05-02,"3,128","3,004",22,407,66,56,63,93,26,29,28,558,85,"1,135","1,056",,,,,,,,,,,,,,,
New York,2020,19,2020-05-09,"2,779","2,633",22,345,69,54,39,84,34,31,36,546,81,879,809,,,,,,,,,,,,,,,
New York,2020,20,2020-05-16,"2,506","2,366",15,383,72,50,39,79,32,40,37,503,80,669,603,,,,,,,,,,,,,,,
New York,2020,21,2020-05-23,"2,243","2,105",23,369,64,43,50,82,37,28,45,467,57,455,405,,,,,,,,,,,,,,,
New York,2020,22,2020-05-30,"2,113","1,968",19,370,68,44,37,79,30,34,45,477,62,330,290,,,,,,,,,,,,,,,
New York,2020,23,2020-06-06,"1,974","1,820",17,399,36,39,33,65,38,41,34,412,80,264,223,,,,,,,,,,,,,,,
New York,2020,24,2020-06-13,"1,899","1,764",28,363,57,45,33,67,39,29,46,444,63,181,152,,,,,,,,,,,,,,,
New York,2020,25,2020-06-20,"1,899","1,751",31,398,46,56,36,81,38,30,40,446,80,128,102,,,,,,,,,,,,,,,
New York,2020,26,2020-06-27,"1,929","1,774",21,387,49,40,38,71,33,35,42,473,86,76,62,,,,,,,,,,,,,,,
New York,2020,27,2020-07-04,"1,892","1,733",15,391,53,35,37,78,38,36,40,441,68,61,48,,,,,,,,,,,,,,,
New York,2020,28,2020-07-11,"1,892","1,755",17,406,54,42,31,88,29,32,46,471,76,64,47,,,,,,,,,,,,,,,
New York,2020,29,2020-07-18,"1,845","1,711",28,381,55,39,38,72,27,28,49,454,60,58,46,,,,,,,,,,,,,,,
New York,2020,30,2020-07-25,"1,809","1,695",17,418,58,49,31,79,28,39,44,425,69,44,34,,,,,,,,,,,,,,,
New York,2020,31,2020-08-01,"1,880","1,752",18,438,43,41,32,100,32,28,60,437,66,39,30,,,,,,,,,,,,,,,
New York,2020,32,2020-08-08,"1,872","1,742",24,417,53,44,32,79,42,25,60,434,81,31,23,,,,,,,,,,,,,,,
New York,2020,33,2020-08-15,"1,821","1,684",18,393,54,40,30,76,24,29,59,429,77,39,30,,,,,,,,,,,,,,,
New York,2020,34,2020-08-22,"1,870","1,743",19,418,51,43,26,77,28,33,70,433,82,33,23,,,,,,,,,,,,,,,
New York,2020,35,2020-08-29,"1,801","1,671",21,417,56,43,25,74,35,32,73,413,88,23,18,,,,,,,,,,,,,,,
New York,2020,36,2020-09-05,"1,787","1,675",15,399,47,38,24,68,49,37,77,434,61,29,23,,,,,,,,,,,,,,,
New York,2020,37,2020-09-12,"1,774","1,672",23,417,56,42,25,69,38,34,57,403,79,25,21,,,,,,,,,,,,,,,
New York,2020,38,2020-09-19,"1,868","1,742",20,420,54,47,33,72,38,30,75,477,61,23,14,,,,,,,,,,,,,,,
New York,2020,39,2020-09-26,"2,075","1,941",30,451,64,50,32,78,38,30,88,486,91,21,15,,,,,,,,,,,,,,,
New York,2020,40,2020-10-03,"1,958","1,845",25,409,51,54,42,74,36,36,88,452,83,49,38,,,,,,,,,,,,,,,
New York,2020,41,2020-10-10,"2,078","1,970",23,450,64,40,31,75,47,44,97,484,79,49,41,,,,,,,,,,,,,,,
New York,2020,42,2020-10-17,"1,920","1,817",17,404,48,58,29,62,44,30,97,448,96,58,48,,,,,,,,,,,,,,,
New York,2020,43,2020-10-24,"1,889","1,801",16,389,49,47,24,60,34,29,88,451,68,68,60,,,,,,,,,,,,,,,
New York,2020,44,2020-10-31,"1,992","1,904",21,401,62,43,39,77,39,33,98,520,79,88,70,,,,,,,,,,,,,,,
New York,2020,45,2020-11-07,"2,139","2,033",24,448,50,52,43,85,37,41,106,491,88,93,81,,,,,,,,,,,,,,,
New York,2020,46,2020-11-14,"2,040","1,973",25,395,59,41,41,81,36,37,111,482,72,163,141,,,,,,,,,,,,,,,
New York,2020,47,2020-11-21,"2,160","2,061",16,387,61,48,38,88,50,40,129,455,84,216,197,,,,,,,,,,,,,,,
New York,2020,48,2020-11-28,"2,254","2,163",18,384,66,53,40,87,41,38,102,470,69,332,305,,,,,,,,,,,,,,,
New York,2020,49,2020-12-05,"2,061","2,013",30,312,59,50,31,83,34,33,108,464,72,298,285,,,,,,,,,,,,,,,
New York City,2019,1,2019-01-05,"1,170","1,091",10,258,50,24,39,50,11,15,11,379,30,0,0,,,,,,,,,,,,,,,
New York City,2019,2,2019-01-12,"1,106","1,042",10,241,26,27,50,33,,11,10,381,36,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,3,2019-01-19,"1,158","1,079",,251,42,21,35,41,11,15,,395,36,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,4,2019-01-26,"1,157","1,093",10,243,36,21,40,39,16,11,,406,35,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,5,2019-02-02,"1,116","1,056",11,232,35,22,42,47,18,,11,384,40,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,6,2019-02-09,"1,225","1,141",11,251,44,30,46,50,,11,13,412,43,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,7,2019-02-16,"1,104","1,047",,237,41,29,43,40,,12,12,377,42,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,8,2019-02-23,"1,073","1,007",16,224,41,21,43,52,14,,,355,32,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,9,2019-03-02,"1,087","1,017",,227,38,23,47,41,,11,,386,35,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New York City,2019,10,2019-03-09,"1,102","1,034",11,239,39,22,50,46,12,12,,350,32,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,11,2019-03-16,"1,090","1,015",11,233,36,27,39,42,12,,,360,39,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,12,2019-03-23,"1,036",979,,225,45,16,26,45,14,,10,374,41,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,13,2019-03-30,"1,097","1,053",11,245,44,24,38,38,,10,17,362,39,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,14,2019-04-06,"1,038",981,,246,44,17,39,29,10,13,,362,31,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,15,2019-04-13,"1,054",992,,254,41,17,26,35,,,16,348,38,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2019,16,2019-04-20,955,875,,218,34,31,19,34,10,,,315,33,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,17,2019-04-27,954,900,,238,42,20,30,28,11,,11,310,32,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,18,2019-05-04,"1,008",951,,241,37,19,32,39,,13,,323,34,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New York City,2019,19,2019-05-11,"1,033",959,,247,41,16,30,31,12,12,10,322,23,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,20,2019-05-18,"1,049",981,,244,32,23,27,30,,12,11,350,32,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,21,2019-05-25,"1,049",974,,261,26,16,26,38,11,,13,343,37,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,22,2019-06-01,888,818,,216,27,21,20,32,13,12,,289,36,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,23,2019-06-08,"1,040",959,,231,37,23,27,38,11,,13,341,38,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
